Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.11,0.11,0.78,1000.0,0.659568640104666,5.93e-322,0.0,0.0,1483.7904419240024
0.11,0.11,0.78,2000.0,0.6595685802330744,5.5e-322,0.0,0.0,1483.790448865945
0.11,0.11,0.78,4000.0,0.6595685790066073,3.9e-322,0.0,0.0,1483.790449008142
0.11,0.33,0.56,1000.0,0.6595687105961032,6e-322,0.0,0.0,1483.7904337506952
0.11,0.33,0.56,2000.0,0.659568653837977,5.7e-322,0.0,0.0,1483.7904403316531
0.11,0.33,0.56,4000.0,0.6595686909872853,6.13e-322,0.0,0.0,1483.79043602429
0.11,0.56,0.32999999999999996,1000.0,0.6595685787613307,5.93e-322,0.0,0.0,1483.7904490365747
0.11,0.56,0.32999999999999996,2000.0,0.6595685787607909,6.13e-322,0.0,0.0,1483.790449036637
0.11,0.56,0.32999999999999996,4000.0,0.659568541559161,6.13e-322,0.0,0.0,1483.790453350093
0.11,0.78,0.10999999999999999,1000.0,0.6595685677960065,6e-322,0.0,0.0,1483.7904503079776
0.11,0.78,0.10999999999999999,2000.0,0.675,8.1e-322,0.0,0.0,0.0
0.11,0.78,0.10999999999999999,4000.0,0.675,7.3e-322,0.0,0.0,0.0
0.33,0.11,0.56,1000.0,0.6595686740195166,5.73e-322,0.0,0.0,1483.7904379916595
0.33,0.11,0.56,2000.0,0.6595685799004298,5.43e-322,0.0,0.0,1483.7904489044975
0.33,0.11,0.56,4000.0,0.6595685159716487,6.1e-322,0.0,0.0,1483.790456316881
0.33,0.33,0.33999999999999997,1000.0,0.6595685047617572,5.9e-322,0.0,0.0,1483.7904576166384
0.33,0.33,0.33999999999999997,2000.0,0.6595685783204867,5.9e-322,0.0,0.0,1483.7904490877092
0.33,0.33,0.33999999999999997,4000.0,0.6595685807608149,6.1e-322,0.0,0.0,1483.7904488047245
0.33,0.56,0.10999999999999988,1000.0,0.659568653843178,5.1e-322,0.0,0.0,1483.7904403310501
0.33,0.56,0.10999999999999988,2000.0,0.659568391783422,6.13e-322,0.0,0.0,1483.7904707161724
0.33,0.56,0.10999999999999988,4000.0,0.675,7.3e-322,0.0,0.0,0.0
0.56,0.11,0.32999999999999996,1000.0,0.6595685672762918,5.93e-322,0.0,0.0,1483.790450368232
0.56,0.11,0.32999999999999996,2000.0,0.6595685856738711,4.5e-322,0.0,0.0,1483.7904482350746
0.56,0.11,0.32999999999999996,4000.0,0.6595686400553209,5.2e-322,0.0,0.0,1483.7904419297265
0.56,0.33,0.10999999999999988,1000.0,0.6595686740549567,6e-322,0.0,0.0,1483.7904379875479
0.56,0.33,0.10999999999999988,2000.0,0.6595686401904695,5.73e-322,0.0,0.0,1483.7904419140552
0.56,0.33,0.10999999999999988,4000.0,0.6595685732552622,4.5e-322,0.0,0.0,1483.7904496749854
0.78,0.11,0.10999999999999999,1000.0,0.6595685787595605,5.93e-322,0.0,0.0,1483.7904490367816
0.78,0.11,0.10999999999999999,2000.0,0.6595686400908131,5.04e-322,0.0,0.0,1483.790441925613
0.78,0.11,0.10999999999999999,4000.0,0.6595686400073043,5e-322,0.0,0.0,1483.7904419352808
