u_lim_testTpos,u_lim_testTpro,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.1,0.1,0.9458588879225912,0.4581775407825338,5024.019246444601,4432.490697437107,0.0
0.1,0.30000000000000004,1.0999980485915497,-7.003521116177642e-07,0.11971830980251905,-4.206546908543805e-13,0.0
0.1,0.5000000000000001,1.099998048591549,-7.003521129047497e-07,0.11971830989442694,-1.9073832147454774e-13,0.0
0.1,0.7000000000000001,1.0999980485915493,-7.003521126623448e-07,0.11971830985261127,-2.0039708261756242e-14,0.0
0.1,0.9000000000000001,1.0999980485915497,-7.00352111819363e-07,0.11971830980865135,-3.9284868197968016e-13,0.0
0.30000000000000004,0.1,0.945852185487461,0.6544358775624094,3330.339765741845,6126.581370478492,0.0
0.30000000000000004,0.30000000000000004,0.9458589624766284,0.45593010522281496,5043.414477466189,4413.090892547428,0.0
0.30000000000000004,0.5000000000000001,1.0999980485915404,-7.003521152286553e-07,0.11971831028909492,-6.276182603129281e-13,0.0
0.30000000000000004,0.7000000000000001,1.099998048591549,-7.003521137833149e-07,0.1197183098305916,-2.0767570508402072e-13,0.0
0.30000000000000004,0.9000000000000001,1.099998048591549,-7.003521117005106e-07,0.11971830980351975,-6.939373487155931e-12,0.0
0.5000000000000001,0.1,0.9458458683275354,0.8294984955496271,1819.6077198666903,7637.7009720506985,0.0
0.5000000000000001,0.30000000000000004,0.9458473974251728,0.7879643730561269,2178.030521370415,7279.184360918354,0.0
0.5000000000000001,0.5000000000000001,1.003780445243294,0.29572707569063345,3051.967846906705,2851.1045921999266,0.0
0.5000000000000001,0.7000000000000001,1.099998048591549,-7.003521135392337e-07,0.11971830990208165,1.0399255387644703e-13,0.0
0.5000000000000001,0.9000000000000001,1.099998048591546,-7.003520951750175e-07,0.11971830952972125,1.821978215634786e-11,0.0
0.7000000000000001,0.1,0.9458416484729788,0.9414535744120126,853.4895061652783,8604.07807237718,0.0
0.7000000000000001,0.30000000000000004,0.9458418344179836,0.9366009488900798,895.3650350745004,8562.191135807196,0.0
0.7000000000000001,0.5000000000000001,0.9458427342556736,0.9130141449483696,1098.906743694601,8358.594222458903,0.0
0.7000000000000001,0.7000000000000001,1.0997624383814324,0.0010083068766009902,5.137553487509097,9.436586539503283,0.0
0.7000000000000001,0.9000000000000001,1.099998048591549,-7.003521130562066e-07,0.11971830987823308,-2.11395541404362e-12,0.0
0.9000000000000001,0.1,0.9458393203716128,1.0015978375960282,334.4792947840207,9123.231111949955,0.0
0.9000000000000001,0.30000000000000004,0.9458392191220316,1.004188055938973,312.12730039475366,9145.58931796461,0.0
0.9000000000000001,0.5000000000000001,0.9458391346876688,1.0063464898878942,293.50134616208646,9164.220452215042,0.0
0.9000000000000001,0.7000000000000001,0.9458391234924496,1.006632569214884,291.03265834678706,9166.68982685302,0.0
0.9000000000000001,0.9000000000000001,1.0999980485915497,-7.003521111978644e-07,0.1197183098296252,-4.3722311340378803e-13,0.0
