po2,r_Tneg,o2_eq,Tneg_eq
1000.0,0.001,10005.863405094044,462.135201825638
1000.0,0.0027825594022071252,10005.8737731183,166.08278032709714
1000.0,0.0077426368268112685,10005.877494751325,59.68705653170599
1000.0,0.021544346900318832,10005.878822577752,21.450415932301162
1000.0,0.059948425031894084,10005.879298470385,7.708879787271178
1000.0,0.1668100537200059,10005.879658231197,2.7704277512239748
2154.4346900318847,0.001,21569.22225369297,462.2668700294696
2154.4346900318847,0.0027825594022071252,21569.23263308329,166.1300994261109
2154.4346900318847,0.0077426368268112685,21569.23636789024,59.70406213416694
2154.4346900318847,0.021544346900318832,21569.237721602658,21.45652742894984
2154.4346900318847,0.059948425031894084,21569.23821089649,7.711076145287424
2154.4346900318847,0.1668100537200059,21569.238159958964,2.771217081369049
4641.588833612777,0.001,46411.793882569655,462.55055815487395
4641.588833612777,0.0027825594022071252,46411.80425044205,166.23205165442928
4641.588833612777,0.0077426368268112685,46411.80797558174,59.74070186556772
4641.588833612777,0.021544346900318832,46411.80931583472,21.469695065720924
4641.588833612777,0.059948425031894084,46411.80979334248,7.715808348586947
4641.588833612777,0.1668100537200059,46411.80996193896,2.7729177470573463
